檔類	original	zh_tw	來源/備註
SCENARIO_BRIEF	The Great Stalin himself congratulates you and your devoted young troops; you are true Communists.  The fascists are fleeing before us, and now our army has successfully crossed the Dnepr.  Very good work, Comrade.	偉大的史達林親自向您與您忠誠的年輕部隊致賀;你們是真正的共產黨人。法西斯份子正在我軍面前潰逃,如今我軍已成功渡過第聶伯河。表現非常出色,同志。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Thanks are in order to you and your devoted troops, you are true Communists.  The enemy is fleeing before us. And now, our army has successfully crossed the Dnepr.  Good work, Comrade General.	應當向您和您忠誠的部隊致謝,你們是真正的共產黨人。敵人正在我軍面前潰逃。如今,我軍已成功渡過第聶伯河。表現不錯,同志將軍。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Comrade General, your troops have successfully crossed the Dnepr and driven back the fascist invaders.  Your performance, though adequate, does not entirely reflect what we expect of the New Soviet Man.  And now, Comrade, I have work to do.	同志將軍,您的部隊已成功渡過第聶伯河,並擊退了法西斯侵略者。您的表現雖然過得去,卻不完全符合我們對新蘇維埃人的期望。好了,同志,我還有公務要辦。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Your failure to follow the advice of your political advisors has cost the party dearly.  Only by bringing in reinforcements could the crossing of the Dnepr be forced.  It is clear the party must place a more dedicated communist in command.  Report to Stalingrad immediately to assist in rebuilding that city.	您未能聽從政治顧問的建議,讓黨付出了慘痛的代價。渡過第聶伯河一事,最終還是靠調來增援才勉強達成。顯然,黨必須派一位更堅定的共產黨員來擔任指揮。立刻前往史達林格勒報到,協助重建該城。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Comrade General, for over 900 days, Leningrad has been entrapped by the fascist invaders.  The Party has decreed that you must break their stranglehold on the city.  Comrade, the people must be freed at all costs. Their sacrifices must not have been in vain.	同志將軍,九百多天以來,列寧格勒一直被法西斯侵略者困鎖。黨已下令,您必須打破他們對這座城市的封鎖。同志,不惜一切代價,人民都必須獲得解放。他們的犧牲絕不能白費。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Superb performance, Comrade General.  I salute you.  You and your troops have successfully freed Leningrad.  The birthplace of the revolution can again breathe the sweet air of freedom.  Now, we must help our Finnish brothers to the north to escape the fascist scourge.	表現卓越,同志將軍。我向您致敬。您與您的部隊已成功解放列寧格勒。這座革命的搖籃,如今又能再次呼吸到自由的甜美空氣。現在,我們必須協助北方的芬蘭同胞擺脫法西斯的荼毒。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Very good, very good!  You and your troops have successfully freed Leningrad.  The birthplace of the revolution can again breathe the sweet air of freedom.  Now, we must help our Finnish brothers to the north to escape the fascist scourge.	很好,非常好!您與您的部隊已成功解放列寧格勒。這座革命的搖籃,如今又能再次呼吸到自由的甜美空氣。現在,我們必須協助北方的芬蘭同胞擺脫法西斯的荼毒。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You and your troops have freed Leningrad.  The birthplace of the revolution can again breathe the sweet air of freedom.  Now, we must help our Finnish brothers to the north to escape the fascist scourge. That will be all, Comrade General.	您與您的部隊解放了列寧格勒。這座革命的搖籃,如今又能再次呼吸到自由的甜美空氣。現在,我們必須協助北方的芬蘭同胞擺脫法西斯的荼毒。就這樣,同志將軍。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Central Committee is very displeased.  Leningrad continues to suffer under enemy bombardment.  You are clearly unfit to lead troops into combat.  Report at once to Ulyanovsk.  A detachment of Red Octobrists are waiting for you to join them.  	中央委員會對此極為不滿。列寧格勒仍持續遭受敵軍砲擊之苦。您顯然不適合率軍作戰。立刻前往烏里揚諾夫斯克報到。一支紅色十月支隊正等著您加入。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"It is time to help the oppressed people of Finland break their capitalist chains, Comrade General.  You and your troops must capture the city of Vyborg, or ""Viipuri"" as it is known in their language.  The Finns foolishly believe that Vyborg is an ancient Finnish city.  Typical capitalist lie.  But, to defend their city, they will use all available reserves, including their contemptible navy and air force.  Good luck, Comrade."	是時候幫助受壓迫的芬蘭人民,掙脫資本主義的枷鎖了,同志將軍。您和您的部隊必須攻佔維堡城,他們的語言中稱之為「維普里」。芬蘭人愚蠢地相信,維堡自古以來就是芬蘭的城市。這是典型的資本主義謊言。不過,為了保衛這座城市,他們將動用一切可用的預備隊,包括他們那不入流的海軍與空軍。祝您好運,同志。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Comrade General.  Please, come in. Some caviar?  The occupation of Vyborg has broken the will of the fascists.  The Finns have been abandoned by their German allies and have sued for peace.  Finally, a proper socialist government has been installed.  Excellent, excellent work.	同志將軍,請進。來點魚子醬?佔領維堡一事,已經瓦解了法西斯份子的意志。芬蘭人已被他們的德國盟友拋棄,只得求和。終於,一個正統的社會主義政府已經成立。表現優異,非常優異。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Comrade General.  Please, come in.  The occupation of Vyborg has broken the will of the fascists.  The Finns have been abandoned by their German allies and have sued for peace.  Finally, a proper socialist government has been installed. Good work. 	同志將軍,請進。佔領維堡一事,已經瓦解了法西斯份子的意志。芬蘭人已被他們的德國盟友拋棄,只得求和。終於,一個正統的社會主義政府已經成立。表現不錯。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Congratulations on your capture of Vyborg. The Finns have sued for peace, but they have declared neutrality and will maintain their archaic capitalist system.  And now, if you will excuse me, I have work to do.	恭喜您攻下維堡。芬蘭人已經求和,但他們宣布中立,仍將維持他們陳舊的資本主義制度。好了,失陪一下,我還有公務要辦。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, Comrade General, thanks to your abject failure, the Finns continue to defy us and capitalist rule is still in place.  The Party is most displeased with your inept performance.  You are relieved of your command.	嗯,同志將軍,多虧您徹底的失敗,芬蘭人依然在頑抗我們,資本主義的統治依舊未被推翻。黨對您無能的表現極為不滿。您被解除指揮權了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The historical dialectic has once again proven its inevitable truth.  We stand at the gates of the fascist capital.  It is your task, Comrade General, to destroy this nest of vipers so that the Soviet peoples' sacrifices will not have been pointless.  Once the enemy along the Seelow Heights have been eradicated, the road to the fascist capital will be open.  Good luck, Comrade.  	歷史辯證法再次證明了它必然的真理。我們已兵臨法西斯首都城下。您的任務,同志將軍,就是搗毀這個毒蛇巢穴,讓蘇聯人民的犧牲不致徒勞無功。一旦澤洛高地一線的敵軍被肅清,通往法西斯首都的道路便將暢通無阻。祝您好運,同志。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Party has brought the Great Patriotic War to a victorious end and we celebrate your role in this final battle.  The banners of the SSSR fly over the Reichstag, and our liberation mission is complete.  All the peoples of the world herald your name for freeing them from the fascist nightmare. Comrade General, a dacha on the Black Sea has been granted you and awaits your pleasure. And now, Vodka! 	黨已帶領偉大的衛國戰爭迎來勝利的終局,我們同賀您在這場最終戰役中的功勳。蘇聯的紅旗如今飄揚在國會大廈上空,我們的解放使命已經完成。全世界人民都在傳頌您的名字,感謝您將他們從法西斯的噩夢中解放出來。同志將軍,一棟黑海濱的別墅已賜予您,靜候您的光臨。現在,來杯伏特加吧!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Comrade General, we congratulate you!  You are a true Hero of the Soviet Union.  Your forces have freed the world from the scourge of fascism, and the people of the world celebrate this victory with you.  The party, in order to show its gratitude, has secured for you an apartment in Moskva, and looks forward to your continued loyal service.  And now, let us drink tea.  The samovar is full!	同志將軍,我們向您致賀!您是真正的蘇聯英雄。您的部隊將世界從法西斯的荼毒中解放,全世界人民都與您一同慶祝這場勝利。為表謝意,黨已在莫斯科為您安排了一間公寓,並期盼您繼續效忠服務。現在,讓我們喝杯茶吧。茶炊已經斟滿!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Comrade General, you have completed your mission.  The fascists have been crushed. The western capitalists now understand that a state of free workers and peasants under the enlightened guidance of the Party can never be defeated.  You will be granted a medal to be worn proudly as evidence of your sacrifice and heroism.  Congratulations.	同志將軍,您完成了任務。法西斯份子已被擊潰。西方資本主義者如今明白,在黨的英明領導下,一個自由工農的國家是永遠不可能被擊敗的。您將獲頒一枚勳章,作為您犧牲奉獻與英勇事蹟的見證,可以自豪地佩戴。恭喜您。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You were given the chance to end this war with a glorious victory.  Instead, you dithered on the approaches to the fascist capital, and have allowed the sacrifices of your brave troops to go to waste.  It is fortunate for you, Comrade General, that we have won the war. You will report immediately to a site in the Urals to engage in self-criticism.	您原本有機會以一場光榮的勝利結束這場戰爭。然而您卻在法西斯首都的門前猶豫不決,讓您麾下英勇部隊的犧牲付諸東流。算您走運,同志將軍,這場戰爭我們終究還是打贏了。您將立刻前往烏拉爾山區的一處基地,進行自我批評。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Sedan	色當	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	May 13, 1940	1940 年 5 月 13 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The German plan for the 1940 campaign in the west centered around a surprise strike through the dense Ardennes forest, emerging at Sedan to drive across France to the English Channel. This portion of the French line was considered the safest outside of Maginot, shielded as it was by the heavily forested Ardennes.	德軍 1940 年西線作戰計畫的核心,是經由茂密的阿登森林發動奇襲,從色當突破後橫掃法國直抵英吉利海峽。這一段法軍防線,除了馬奇諾防線本身之外,一向被認為最為安全,因為有森林密布的阿登地帶作為屏障。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Despite the stunning German success, many things could have gone wrong.   The French might have succeeded and the German advance to the sea slowed enough to allow the Allied mobile forces to escape from the encirclement at Dunkirk.	儘管德軍最終大獲全勝,但許多環節原本都可能出岔子。法軍或許能夠成功阻擋,讓德軍推向海岸的速度放緩,使盟軍的機動部隊得以從敦克爾克的包圍圈中脫身。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Salerno - Return To Europe	薩雷諾-重返歐陸	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	September 27, 1943	1943 年 9 月 27 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Allies, after securing a beachhead in Italy, try to push the Germans away from Salerno and drive northward towards Naples.	盟軍在義大利站穩灘頭堡後,試圖將德軍逐出薩雷諾,並向北推進那不勒斯。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Savannah	薩凡納	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Germans and their allies invade the USA near Savannah.	德軍及其盟友在薩凡納附近入侵美國本土。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	St. Lo - Operation Cobra	聖洛-眼鏡蛇作戰	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	July 25, 1944	1944 年 7 月 25 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Allied forces attempt to breakout in Normandy against the Germans.	盟軍試圖在諾曼第突破德軍防線。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	St. Lo - Advance on St. Lo	聖洛推進戰	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	June 30, 1944	1944 年 6 月 30 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"	American forces strike the Germans near St. Lo in preparation for a full-scale breakout."	"	美軍在聖洛附近攻擊德軍,為全面突破做準備。"	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Saturn on the Chir	契爾河畔的土星作戰	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	November 18, 1942	1942 年 11 月 18 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Soviets attempt to cut the Axis supply line going to Stalingrad.	蘇軍試圖切斷通往史達林格勒的軸心國補給線。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Suomussalmi	蘇奧穆薩爾米	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	December 24, 1939	1939 年 12 月 24 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"	In the winter of 1939, Finland was invaded by the Soviet Union.  The Finns, although vastly outnumbered, were determined to defend their country.  The Soviet High Command hoped to ""cut Finland in two"" by driving past the key road junction of Suomussalmi and continuing to the Baltic Sea.  The Finnish commander, von Mannerheim, believed the Soviet attack had to be stopped at Suomussalmi, or his nation was doomed. "	"	1939 年冬,芬蘭遭蘇聯入侵。芬軍雖兵力懸殊,仍決心保衛國家。蘇軍統帥部期望突破蘇奧穆薩爾米這個關鍵公路樞紐,一路推進到波羅的海,藉此「將芬蘭一分為二」。芬蘭指揮官曼納海姆元帥認為,蘇軍的攻勢必須在蘇奧穆薩爾米被擋下來,否則國家將難逃覆亡。"	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"	The Finnish forces have trapped one Soviet division in and around Suomussalmi, but an even more powerful Soviet relief force is moving to their aid."	"	芬軍已將一個蘇軍師困在蘇奧穆薩爾米內外,但一支更強大的蘇軍援軍,正趕來馳援。"	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"	You decide the outcome of the Winter War.  "	"	冬季戰爭的結局,由您決定。"	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Seelow Heights	澤洛高地	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	April 14, 1945	1945 年 4 月 14 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Seelow Heights marked the last place before Berlin offering good defensive terrain for the German forces. 	澤洛高地是柏林之前,德軍最後一處具有防禦優勢的地形。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Only their deep desire for revenge and to crush the German political leadership drove the Soviet armies forward.	唯有復仇的強烈渴望,以及摧毀德國政治領導核心的決心,驅使著蘇軍不斷向前推進。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Thermopylae	溫泉關	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	April 17, 1941	1941 年 4 月 17 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Germans attempt to push through the Australian and New Zealand lines on the way to Athens, Greece.	德軍試圖突破紐澳聯軍防線,直取希臘雅典。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	19 Turns	19 回合	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Tutorial - Madrid Offensive	教學關-馬德里攻勢	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	To win you must take Almadrones.	您必須攻佔阿爾馬德羅內斯才能獲勝。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	4 Turns	4 回合	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Good day, Commander.  British troops are to land at Salerno with the assistance of sundry American formations.   Be advised to press on from the beachhead as quickly as possible since recent reports indicate the presence of a panzer division hiding in the area.  Then, it is imperative, Commander, to drive on.  This will secure our line of supply as we continue our drive North.  	日安,指揮官。英軍將在若干美軍部隊的協助下,於薩雷諾登陸。請留意,務必儘速脫離灘頭向前推進,因為近期情報顯示,該地區可能潛伏著一個裝甲師。之後,指揮官,務必持續向前挺進。這將確保我軍在繼續北上時的補給線安全。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Good job, Commander. Your success has allowed British troops to pour into southern Italy.  And, as we surmised, Italy may be on the verge of surrendering. 	幹得好,指揮官。您的成功讓英軍得以大舉湧入義大利南部。而且正如我們推測,義大利可能已瀕臨投降邊緣。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, commander the battle was, shall we say, slightly difficult, and Jerry managed to cause problems for us. Britain has returned to the continent, and for this we are grateful. At least, the enemy must stretch their resources even further.  	嗯,指揮官,這場戰鬥,該怎麼說呢,有點棘手,德國佬確實給我們添了些麻煩。但英國總算重返歐陸,這一點我們心懷感激。至少,敵人的資源這下得拉得更長了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Unfortunately, sir, you have not quite met the expectations of crown and government.  You will be transferred to, what shall we say, a less exciting post.  I believe there is a billet awaiting you in Nepal, training our Gurkha volunteers. I would arrange to obtain warm clothing. You will need it.	很遺憾,長官,您沒能達到王室與政府的期望。您將被調往一個,該怎麼說呢,比較沒那麼刺激的職位。我想尼泊爾那邊正好有個缺,訓練我們的廓爾喀志願兵。我會替您安排一些保暖衣物,您會用得上的。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The war effort has come to a critical junction, Commander.  Now that British and Commonwealth troops have landed on the beaches of Normandy, we must surge ahead.  The big push will come at St. Lo, where Jerry is well entrenched.  You must force him back and drive through his lines.  If you cannot achieve some level of success quickly,  the Germans could well give us a hard time in this hedgerow country forever!  Press on.	戰局已來到關鍵時刻,指揮官。如今英國與大英國協部隊已在諾曼第灘頭登陸,我軍必須乘勢猛進。這場重大攻勢的重點將落在聖洛,德國佬在那裡佈防甚固。您必須將他逼退,突破他的防線。若您無法儘快取得若干進展,德國人恐怕會讓我們在這片樹籬鄉間永遠吃盡苦頭!繼續推進吧。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Splendid job, Commander. Quite splendid.  Due to your, if I do say so myself, splendid performance at St. Lo, our forces will have the impetus they require to break out of Normandy and liberate France.  But now your services are needed at Caen, where Monty is having a spot of bother with Jerry. 	表現精采,指揮官。相當精采。恕我這麼說,正是您在聖洛的精采表現,讓我軍有了突破諾曼第、解放法國所需的衝勁。不過現在,卡昂那邊需要您出馬了,蒙蒂正跟德國佬有點過不去。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Back from your mission, Commander?  Good. I must say, you were rather long about it.  At least, you took your objectives, I'll grant you that.  But now, your presence is needed at Caen, where the Germans are delaying our advance.  Hopefully,  you will improve your performance.	任務歸來了,指揮官?很好。不過我得說,您花的時間是長了點。至少,您拿下了目標,這點我承認。不過現在,卡昂那邊需要您出馬,德軍正拖延我軍的推進。希望您接下來能有所改善。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, Commander, you are to be given not only a promotion, but also an audience with the Duke of Penzance. It is very important to portray a picture of  success and, thanks to your failure, this will be extremely difficult.  Good day, Commander.  We will not meet again.	嗯,指揮官,您不但將獲得晉升,還會獲賜覲見潘贊斯公爵。塑造成功的形象非常重要,而多虧了您的失敗,這下可就難辦了。日安,指揮官。我們不會再見面了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, Commander, our invasion of Normandy has bogged down near Caen.  Do you know Caen was home to William the Conqueror, 1066 and all that?   At any rate, Commonwealth forces must drive through Caen and press on into France.	嗯,指揮官,我軍在諾曼第的攻勢已在卡昂附近陷入膠著。您知道嗎,卡昂正是征服者威廉的故鄉,就是 1066 年那段歷史?總之,大英國協部隊必須突破卡昂,繼續向法國腹地推進。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Caen proved to be a sticky wicket, indeed, but you brought us off the pitch with no trouble at all.  It was a difficult area for our brave men to break through, but you did it!  By jove, you did it. Good work!  Now, our lads are on their way to liberate all of France.	卡昂確實是個棘手的局面,但您輕輕鬆鬆就帶著我們全身而退。這對我軍勇士來說是一塊難啃的硬骨頭,但您做到了!天哪,您真的做到了。表現優異!現在,我們的弟兄正在解放全法國的路上。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well,  you had a spot of trouble while capturing Caen.  Nevertheless, British pluck won out in the end. However, the battle of Caen will soon be forgotten as other more glorious victories are won.  Onward, Commander.	嗯,您攻佔卡昂時碰上了點麻煩。不過,英國人的膽識終究佔了上風。話說回來,卡昂之役很快就會被遺忘,因為還有更輝煌的勝利等著我們去贏得。繼續前進吧,指揮官。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, Commander, I would offer you tea, but after your disappointing performance, it would be difficult to have you in the vicinity without choking on my crumpet.  There's talk at GHQ of your relief.  It seems to be the most positive solution under the circumstances.	嗯,指揮官,我是很想請您喝杯茶,但以您這番令人失望的表現,您要是待在我附近,恐怕我連鬆餅都要噎住了。總部那邊已有人在談論撤換您的事。以目前的情況看來,這似乎是最正面的解決方案了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Your mission is to capture the important industrial city of Nancy and secure a springboard for our fall offensive into Germany itself. Without full control of this rail and shipping center, our advance will be impossible.  Commander, please be advised, that directly east of the city, Jerry has armored forces ready to counterattack any offensive against this stronghold.	您的任務是攻佔重要的工業城市南錫,為我軍秋季攻入德國本土建立跳板。若不能完全掌控這個鐵路與航運樞紐,我軍將無法推進。指揮官,請留意,城市正東方,德國佬已部署裝甲部隊,隨時準備對任何進攻這個據點的行動發動反擊。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Commander, jolly good performance!  I think something stronger than tea is appropriate after your capture of Nancy.  Now, the door is open for our invasion of Germany.  Do you know, there's been talk, merely rumor at this stage, of honours, possibly a knighthood?  Coffee?	指揮官,表現非常出色!我想您攻下南錫之後,該喝點比茶更烈的東西才對。現在,我軍進攻德國的大門已經敞開。您知道嗎,已經有人在談——目前還只是傳聞——是否該授勳,說不定還是個爵位?來杯咖啡?	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, it appears you did manage to take the city, but it seems that, this is all you managed to do.  The enemy has withdrawn and regrouped, and now await us some 20 miles down the road.  Another indifferent performance like this one and the Yanks will be claiming they are winning the war!	嗯,看來您確實拿下了這座城市,但似乎也僅止於此了。敵人已經撤退並重新集結,如今就在前方約 20 英里處等著我們。再來一次這種平庸的表現,美國佬可就要宣稱是他們在打贏這場戰爭了!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	I must say, I do find it hard to believe that you secured a King's commission.  I believe promotion by purchase was banned in the last century. Your name, sir, shall be stricken from your regiment's otherwise honorable rolls.  Your services will no longer be required.	我得說,我實在難以相信您當初是怎麼獲得國王委任的。買官晉升這種事,上個世紀應該就已經被禁止了吧。長官,您的名字將從您那支素有榮譽的團隊名冊中除名。我們不再需要您的服務了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	I would invite you to tea Commander, but, there is simply no time.  My apologies.  Here is the situation. The Germans have held the fortress city of Metz for two months against American attacks, and now the Yanks have requested our help.  Our troops must  smash Jerry's resistance, then punch through the Maginot Line. Metz is the site of the German training schools for officers and NCOs, so you can expect a tough fight.  This mission is crucial, Commander.  You must act decisively.	我很想請您喝杯茶,指揮官,但實在沒有時間了,還請見諒。情況是這樣的。德軍已在要塞城市梅斯抵擋美軍攻勢兩個月了,如今美國佬請求我軍支援。我軍部隊必須擊潰德國佬的抵抗,再突破馬奇諾防線。梅斯是德國軍官與士官訓練學校的所在地,所以您得預期一場硬仗。這項任務至關重要,指揮官。您必須當機立斷。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"Congratulations! Your troops stormed the city in a charge that Henry V would admire!  Your victory at Metz shall stand alongside the great battles of Agincourt and Cressy.  I have heard your name mentioned several times in relation to some promotion or advancement.  Commander, your successful offensive has paved the way to our invasion of the ""fatherland."""	恭喜您!您的部隊攻城的那股氣勢,連亨利五世都會讚嘆!您在梅斯的勝利,足以與阿金庫爾、克雷西這些偉大戰役並列。我已多次聽聞有人提及您的名字,議論著晉升或升遷的事。指揮官,您這場成功的攻勢,已為我軍進攻「德國本土」鋪平了道路。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well sir, your performance at Metz was rather, how can I put it politely, subpar.  Many at GHQ believe that more is expected of a officer of your reputed caliber. Nevertheless, you will have a chance to redeem yourself, but I must tell you that patience all round is wearing thin.	嗯,長官,您在梅斯的表現,該怎麼說得客氣一點呢,差強人意。總部裡不少人認為,以您素負盛名的能力,理應有更好的表現。不過,您還會有機會將功贖罪,但我必須告訴您,大家的耐心已經所剩無幾了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Commander, you have been a disappointment to King and country.  It was necessary to drive through Metz and move on, but instead, we find ourselves sandbagged in the trenches!  Our brave lads will capture Metz, I assure you, but it will be done with a different commander.  Good day.	指揮官,您讓國王與國家都失望了。原本必須突破梅斯繼續前進,結果我們卻困在戰壕的沙包後面動彈不得!我向您保證,我們英勇的弟兄終究會拿下梅斯,但那將由另一位指揮官來完成。日安。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
